title,text,rating,author,date,company,source_type,source_platform,search_keyword,url,collected_at
찜한 클래스 보기 관련 업데이트 요청,"'찜한 클래스 보기‘ 선택 후 클래스 들어갔다가 나오면 리스트에서 모든 클래스가 보여져요. 찜한 클래스 보기 토글은 그대로 켜져있구요. 
그래서 버튼 한번 off 했다가 다시 on해야하는 번거로움이 있습니다.
특정 클래스 들어갔다가 되돌아와도 해당 기능이 계속 유지되도록 업데이트 되면 좋겠어요.",5,별명을 설정,2023-11-08T03:28:52-07:00,yanadu,review,appstore,야나두,https://apps.apple.com/kr/app/id1539582420,2026-01-18T14:39:46.801161
백그라운드 재생좀..,제발….. 계속 키고 보는게 아니라 편하게 듣고 싶어요,1,h2wshot,2023-09-18T21:45:10-07:00,yanadu,review,appstore,야나두,https://apps.apple.com/kr/app/id1539582420,2026-01-18T14:39:46.801161
제발 제발!,"모바일 앱 로그인이 안됩니다 
비번이 맞는데도 불구하고 로그인에 실패했데요 
아니 한두번도 아니고 앱이 이상한건지 야나두 로그인시스템 자체가 이상한건지 잘 모르겠는데 좀 제발 고쳐주세요...... 돈내고 수강하는건데 진짜 너무하네요",1,사람이느무,2023-09-13T07:12:48-07:00,yanadu,review,appstore,야나두,https://apps.apple.com/kr/app/id1539582420,2026-01-18T14:39:46.801161
출석체크 며칠 됐는지 어떻게 확인하는지 알려주세요,얼마나 출석했는지 알려면 어떡하죠,3,포도마음,2023-08-27T20:35:25-07:00,yanadu,review,appstore,야나두,https://apps.apple.com/kr/app/id1539582420,2026-01-18T14:39:46.801161
오프라인 저장기능 만들어주세요 ㅠㅠ,데이터 없는곳에서도ㅠ영상 보면서 다니고 싶어요,3,오프라인온라인오프라인,2023-08-13T14:48:47-07:00,yanadu,review,appstore,야나두,https://apps.apple.com/kr/app/id1539582420,2026-01-18T14:39:46.801161
앱 꺼짐현상,강의 다듣고 따라하기 음성인식 버튼누르면 자꾸 앱이 종료되요.. 몇십만원주고 공부하는데 이런오류 말되나요..? AI트레이닝 음성인식 따라하기를 해야 진도율이 올라가는데 ... 전혀못하고있어요,1,김끼요,2023-06-13T09:25:59-07:00,yanadu,review,appstore,야나두,https://apps.apple.com/kr/app/id1539582420,2026-01-18T14:39:46.801161
오늘 갑자기 튕겨요,"저는 아이폰11프로 사용자입니다
소프트웨어는 최신버전이구요
근데 아침부터 갑자기 계속 튕김 현상이 생겼네요.
해결 부탁 드려요",5,서아이주니,2023-06-01T16:47:21-07:00,yanadu,review,appstore,야나두,https://apps.apple.com/kr/app/id1539582420,2026-01-18T14:39:46.801161
앱이 안열려요,업데이트 하라고 해서 했는데 그이후에 앱이 안열려요 지우고 다시 박도를 10번은 한고 같아요 왜 안열리는거에요?,1,ㄴㅈㅎㄹㅂ,2023-05-28T22:21:53-07:00,yanadu,review,appstore,야나두,https://apps.apple.com/kr/app/id1539582420,2026-01-18T14:39:46.801161
처음으로 돌아갑시다.,"강의만 계속 보고싶습니다. 
미션을 원하는게 아닙니다.
학교 숙제도 아니고 해야할게 너무 많아졌어요 
학습방법을 지정할 수 있으면 좋겠네요",1,BOEING748,2023-05-28T08:20:54-07:00,yanadu,review,appstore,야나두,https://apps.apple.com/kr/app/id1539582420,2026-01-18T14:39:46.801161
녹음 기능이 안좋아요,자꾸 녹음 안되고 튕기다가 꺼져요 혼자 ㅠ,1,민팅쓰,2023-05-06T08:00:50-07:00,yanadu,review,appstore,야나두,https://apps.apple.com/kr/app/id1539582420,2026-01-18T14:39:46.801161
말하기하면 꺼지네요,"어떻게 앱을 이따위로 만들어 운영하는지?
용량 부족문제 아니고, 마이크설정 이상 없고, 재설치해도 소용 없고, 답변은 전화로 문의하라는 매크로 답변만 있고.
이용하라는 건지 말라는 건지 모르겠네요",1,ㄱㄽㅇㅁㄴㄱㄽㅇㅁㄴ,2023-04-30T16:16:56-07:00,yanadu,review,appstore,야나두,https://apps.apple.com/kr/app/id1539582420,2026-01-18T14:39:46.801161
블루투스 연결하면 소리가 안나와요,"다른 앱들은 다 소리가 나오는데 야나두만 안 나와요
앱을 다시 설치해봐도 안 되고 해결 좀 해주세요",2,도둑년네티,2023-04-25T17:14:38-07:00,yanadu,review,appstore,야나두,https://apps.apple.com/kr/app/id1539582420,2026-01-18T14:39:46.801161
업데이트 작작해라,짜증나니까,1,니고니고니,2023-04-20T06:11:07-07:00,yanadu,review,appstore,야나두,https://apps.apple.com/kr/app/id1539582420,2026-01-18T14:39:46.801161
가입이 안됨,"가입하려니 이미 가입한 번호라서 안된다그러고,
아이디 찾으려니 가입한적 없는 번호라 그러고
풀패키지 460만원 냈는데 왜 이따구임?",1,개빡치네ㅇ,2023-04-17T07:36:59-07:00,yanadu,review,appstore,야나두,https://apps.apple.com/kr/app/id1539582420,2026-01-18T14:39:46.801161
어플 오류가 있어요,"가입하려니까 처음 가입인데 핸드폰번호가 휴면번호라고 뜨고 다시 가입하려고 정보 다 입력 하니까 아이디가 중복됐다고 해서 확인했더니 중복도 아니네요
결국 가입 못하고 다른데로 갑니다ㅏ…..",2,비트윈 실망,2023-03-26T03:25:33-07:00,yanadu,review,appstore,야나두,https://apps.apple.com/kr/app/id1539582420,2026-01-18T14:39:46.801161
에어팟 오류,"앱버전 3.1.12
ios 16.3.1
기기 아이폰se2
에어팟프로2

댓글 미션 클리어 후 다음 강의 들을 때 갑자기 에어팟이 아닌 기기 스피커로 소리가 나오고 앱을 완전히 종료한 후 다시 접속하면 에어팟으로 다시 소리가 나옴 

댓글 미션 후 에어팟 연결이 끊긴건 아님 

연결은 표시 되어 있음 / 수정 부탁드립니다",3,심썰,2023-03-13T07:42:29-07:00,yanadu,review,appstore,야나두,https://apps.apple.com/kr/app/id1539582420,2026-01-18T14:39:46.801161
강의는 너무 좋은데,요즘 갑자기 녹음 하려하면 3초 이내에 말하라고 하면서 혼자 꺼지고 시간 카운트는 자기멋대로 가고있고 화면들이 겹쳐서 뜨고 그래서 녹음이 안되네요 어떻게 해야하나요,3,삐쯬,2023-02-07T06:04:13-07:00,yanadu,review,appstore,야나두,https://apps.apple.com/kr/app/id1539582420,2026-01-18T14:39:46.801161
서버와의,"연결이 자꾸 안 된다네요 하 
지웠다가 깔아봐도 같아요 ㅡㅡ",1,하마ㅏ아ㅏ아,2023-02-07T04:19:38-07:00,yanadu,review,appstore,야나두,https://apps.apple.com/kr/app/id1539582420,2026-01-18T14:39:46.801161
강의는 좋은데 프로그램이 불편해요,"3년째 수강중입니다
강의는 너무 좋아요 그런데 프로그램이용이 불편하네요
연속재생 안되는 건 이해하겠는데
저절로 가로로 되지 않는건 매번 핸드폰에서 설정을 해야하니 번거롭습니다",1,레몬레읻,2023-02-04T13:27:36-07:00,yanadu,review,appstore,야나두,https://apps.apple.com/kr/app/id1539582420,2026-01-18T14:39:46.801161
강의 즐찾기능,"풀패키지 이용유저인데요
강의가 너무 많아서 접속할때마다 스크롤 한참내려서 시청중인 강의를 찾는게 매번 일이네요 시간도 걸리고
즐겨찾기기능이나 검색기능이 있으면 좋겠어요
아님 최근 시청한 강의를 맨위로 올려주시던가…
너무 불편합니다",3,하넹2,2023-01-04T17:30:29-07:00,yanadu,review,appstore,야나두,https://apps.apple.com/kr/app/id1539582420,2026-01-18T14:39:46.801161
말하기 미션 하려고 하면 자꾸 꺼지네요,"언젠가부터 말하기 미션하려고 하면 3초 이내 어쩌고 하면서 꺼져요;; 혹시 몰라 삭제하고 다시 깔기 했는데도 이럽니다 한두 번, 하루이틀이면 그러려니하는데 계속 이러니까 미션 성공률도 제자리… 
다른 분들은 이런 경우 없으신가요? 희한합니다",1,최떠순,2023-01-04T02:03:45-07:00,yanadu,review,appstore,야나두,https://apps.apple.com/kr/app/id1539582420,2026-01-18T14:39:46.801161
안드로이드 불가?,"테블릿에서 안되네요. 야나두의 다음작업을 허용하시겠습니까? 긱 샂ㄴ 미디어 파일 액세스 
여기서 멈춰요. 틈새영어는 되는데.",1,이귀욤이,2022-12-26T06:17:24-07:00,yanadu,review,appstore,야나두,https://apps.apple.com/kr/app/id1539582420,2026-01-18T14:39:46.801161
백그라운드 재생 기능,"백그라운드 재생 기능이 없어 너무 불편합니다.
출퇴근시 화면이 꺼진 상태에서 들어야하는 경우가 많은데",3,벼리고리,2022-12-21T13:33:07-07:00,yanadu,review,appstore,야나두,https://apps.apple.com/kr/app/id1539582420,2026-01-18T14:39:46.801161
앱실행,앱 열리는 시간이 왜이리 오래 걸릴까요,1,이브리,2022-12-06T06:47:44-07:00,yanadu,review,appstore,야나두,https://apps.apple.com/kr/app/id1539582420,2026-01-18T14:39:46.801161
다운이안되여,핸드폰 새로 바꾸고 다운 하려고 하는데 다운이 안됨,1,기억력도안좋은데어플안되면난어쩌라고ㅠㅠ,2022-12-04T18:38:26-07:00,yanadu,review,appstore,야나두,https://apps.apple.com/kr/app/id1539582420,2026-01-18T14:39:46.801161
