title,text,rating,author,date,company,source_type,source_platform,search_keyword,url,collected_at
내인생 최고의 앱,현재 6개월정도 사용했는데 처음에는 별로 도움 안되는것 같았음 근데 꾸준히 하니까 영어실력 진짜 많이 늘었다 공부라는 느낌이 안들어서 게임처럼 습관처럼 매일 하게되고 듣기 문법 단어 말하기 다 할 수 있어서 도움이 됨 그러니까 제발 쿠키 코스튬 더더!!! 뽑아줘요ㅠㅠㅠㅠㅠ,5,ㄹ홍ㄹㅎ,2026-01-08T07:21:44-07:00,malhae,review,appstore,말해보카,https://apps.apple.com/kr/app/id1460766549,2026-01-18T14:39:39.753629
좋긴한데 개인 학습 정보를 저장하기 위해 계정을 만들어 달라는건 왜 자꾸 뜨는거예요!?,솔직히 평가했습니다 그리고 듀요링고 따라하는거 같던데 따라하지마세요!계속 듀요링고 따라할거 같으면 다시 원래처럼 돼돌려놓으세요 또 듀요링고 따라하지마세요!!,2,참고로 듀요링고 나는 그게 더 좋은듯,2026-01-08T07:07:10-07:00,malhae,review,appstore,말해보카,https://apps.apple.com/kr/app/id1460766549,2026-01-18T14:39:39.753629
아주 좋아요,최고!!,5,세라둥이,2026-01-08T06:40:35-07:00,malhae,review,appstore,말해보카,https://apps.apple.com/kr/app/id1460766549,2026-01-18T14:39:39.753629
좋네요 쉬워요 접근이,감사합니다,5,시구바구,2026-01-08T05:40:00-07:00,malhae,review,appstore,말해보카,https://apps.apple.com/kr/app/id1460766549,2026-01-18T14:39:39.753629
재밌어요!,광고 보고 갑자기 해보고 싶어서 했는데 재밌어요 ㅎㅎ,5,뜨삐,2026-01-08T05:38:44-07:00,malhae,review,appstore,말해보카,https://apps.apple.com/kr/app/id1460766549,2026-01-18T14:39:39.753629
너무 재밌고 유용해요,짱짱,5,누혀닝,2026-01-08T05:02:56-07:00,malhae,review,appstore,말해보카,https://apps.apple.com/kr/app/id1460766549,2026-01-18T14:39:39.753629
개선사항 요청,"말해보카 너무 재밌게 잘쓰고 있습니다
근데 어휘 문제 계속 하다보니까 그 어휘에 익숙해져서 전체 문장을 안보게 되더라구요
이번에 ai 도입도 좋은데
응용해서 어휘 문제에서 한글 문장만 보고 영어로 써보는 기능 나왔으면 좋겠어요(작문기능)
문법문제도 재밌는데 있는걸로 조합하다보니 작문실력자체는 더디게 느는거 같더라구요
추후에 어휘문제에 나오는 문장 연동해서 작문 기능도 생겼으면 좋겠습니다~",5,jye07,2026-01-08T03:39:31-07:00,malhae,review,appstore,말해보카,https://apps.apple.com/kr/app/id1460766549,2026-01-18T14:39:39.753629
완전 좋음 근데……,"진짜 다른거는 재미 없는데
이거는 한개 할때마다 별도 받고해서 
완젼 뿌듯하고, 진짜 공부도 영어학원 처럼 
잘 알려주는것 같아요! 이거 진짜 추천해용!!!!
😍근데 지금은 돈 내야해서 지웠어요ㅠㅠ",2,윤이 공주,2026-01-08T02:19:14-07:00,malhae,review,appstore,말해보카,https://apps.apple.com/kr/app/id1460766549,2026-01-18T14:39:39.753629
재밌네용,영어학원다니기싫어하는 아이들한테 깔아줘야겠어여,5,Quill8383,2026-01-08T01:03:10-07:00,malhae,review,appstore,말해보카,https://apps.apple.com/kr/app/id1460766549,2026-01-18T14:39:39.753629
영단어 문장 외우기,해외일상 대화를 하고 싶은데 어떻게 해야 할지 몰라 검색하다 알게되었어요. 하루 잠깐씩 외우고 학습하는데 크게 도움이 될꺼 같아요. 말해보카 자주 업데이트 해주세요 ^^,5,은은마미1,2026-01-07T23:48:28-07:00,malhae,review,appstore,말해보카,https://apps.apple.com/kr/app/id1460766549,2026-01-18T14:39:39.753629
재밌어요!,유투브보다가 이어플을 알았는데 넘좋아요^^,5,뱅크친구,2026-01-07T23:00:50-07:00,malhae,review,appstore,말해보카,https://apps.apple.com/kr/app/id1460766549,2026-01-18T14:39:39.753629
어휘 북마크,"어휘탭에도 북마크 기능 꼭 만들어주세요! 문법에만 잇는데 계속보고싶은 어휘도 많아요ㅠㅜㅜㅜ단어장추가로는 불편해
아니면 일별로 학습한 어휘 그대로 문장볼수있는거라도....제발여 
장기이용자인데 이거때매 슬퍼서 갈아탈거같아여",5,장난치나지짜,2026-01-07T19:43:57-07:00,malhae,review,appstore,말해보카,https://apps.apple.com/kr/app/id1460766549,2026-01-18T14:39:39.753629
